tahun,bulan,provinsi,jenis,volume
2021,Oktober,Papua,Veneer,6343.52
2021,Oktober,Sulawesi Selatan,Veneer,4895.13
2021,Oktober,Sumatera Selatan,Veneer,2324.4
2021,Oktober,Sumatera Utara,Veneer,2629.77
2021,November,Aceh,Veneer,500.26
2021,November,Bali,Veneer,467.05
2021,November,Banten,Veneer,197.39
2021,November,Daerah Istimewa Yogyakarta,Veneer,143.63
2021,November,Jambi,Veneer,4588.55
2021,November,Jawa Barat,Veneer,3394.62
2021,November,Jawa Tengah,Veneer,40851.16
2021,November,Jawa Timur,Veneer,52263.67
2021,November,Kalimantan Barat,Veneer,934.8
2021,November,Kalimantan Selatan,Veneer,3801.44
2021,November,Kalimantan Tengah,Veneer,3561.78
2021,November,Kalimantan Timur,Veneer,4785.48
2021,November,Kalimantan Utara,Veneer,226.58
2021,November,Lampung,Veneer,2817.33
2021,November,Maluku,Veneer,350.37
2021,November,Papua,Veneer,9267.65
2021,November,Sulawesi Selatan,Veneer,5113.68
2021,November,Sumatera Selatan,Veneer,1716.48
2021,November,Sumatera Utara,Veneer,1873.93
2021,Desember,Aceh,Veneer,466.62
2021,Desember,Bali,Veneer,363.88
2021,Desember,Banten,Veneer,150.75
2021,Desember,Daerah Istimewa Yogyakarta,Veneer,135.69
2021,Desember,Jambi,Veneer,5807.73
2021,Desember,Jawa Barat,Veneer,3668.61
2021,Desember,Jawa Tengah,Veneer,41896.7
2021,Desember,Jawa Timur,Veneer,53138.73
2021,Desember,Kalimantan Barat,Veneer,773.43
2021,Desember,Kalimantan Selatan,Veneer,4227.18
2021,Desember,Kalimantan Tengah,Veneer,4632.13
2021,Desember,Kalimantan Timur,Veneer,5440.19
2021,Desember,Kalimantan Utara,Veneer,315.88
2021,Desember,Lampung,Veneer,2822.06
2021,Desember,Maluku,Veneer,576.05
2021,Desember,Papua,Veneer,5467.83
2021,Desember,Sulawesi Selatan,Veneer,4522.16
2021,Desember,Sumatera Selatan,Veneer,2580.95
2021,Desember,Sumatera Utara,Veneer,2465.19
2021,Januari,Bali,Wood Pellet,0.0
2021,Januari,Gorontalo,Wood Pellet,3.4
2021,Januari,Jawa Tengah,Wood Pellet,1232.76
2021,Januari,Jawa Timur,Wood Pellet,2724.34
2021,Januari,Kalimantan Selatan,Wood Pellet,1676.15
2021,Januari,Kalimantan Tengah,Wood Pellet,824.58
2021,Januari,Lampung,Wood Pellet,958.11
2021,Januari,Riau,Wood Pellet,109.26
2021,Januari,Sumatera Utara,Wood Pellet,365.5
2021,Februari,Bali,Wood Pellet,0.0
2021,Februari,Gorontalo,Wood Pellet,35.2
2021,Februari,Jawa Tengah,Wood Pellet,1018.69
2021,Februari,Jawa Timur,Wood Pellet,2088.05
2021,Februari,Kalimantan Selatan,Wood Pellet,1107.8
2021,Februari,Kalimantan Tengah,Wood Pellet,1831.5
2021,Februari,Lampung,Wood Pellet,767.25
2021,Februari,Riau,Wood Pellet,203.16
2021,Februari,Sumatera Utara,Wood Pellet,465.8
2021,Maret,Bali,Wood Pellet,0.0
2021,Maret,Gorontalo,Wood Pellet,23.23
2021,Maret,Jawa Tengah,Wood Pellet,1669.31
2021,Maret,Jawa Timur,Wood Pellet,4013.02
2021,Maret,Kalimantan Selatan,Wood Pellet,1129.15
2021,Maret,Kalimantan Tengah,Wood Pellet,2234.7
2021,Maret,Lampung,Wood Pellet,1407.73
2021,Maret,Riau,Wood Pellet,148.95
2021,Maret,Sumatera Utara,Wood Pellet,424.15
2021,April,Bali,Wood Pellet,0.0
2021,April,Gorontalo,Wood Pellet,113.53
2021,April,Jawa Tengah,Wood Pellet,1366.5
2021,April,Jawa Timur,Wood Pellet,3946.35
2021,April,Kalimantan Selatan,Wood Pellet,1502.65
2021,April,Kalimantan Tengah,Wood Pellet,2532.76
2021,April,Lampung,Wood Pellet,959.84
2021,April,Riau,Wood Pellet,103.16
2021,April,Sumatera Utara,Wood Pellet,467.5
2021,Mei,Bali,Wood Pellet,0.0
2021,Mei,Gorontalo,Wood Pellet,32.57
2021,Mei,Jawa Tengah,Wood Pellet,1479.1
2021,Mei,Jawa Timur,Wood Pellet,3619.6
2021,Mei,Kalimantan Selatan,Wood Pellet,1159.8
2021,Mei,Kalimantan Tengah,Wood Pellet,2527.5
2021,Mei,Lampung,Wood Pellet,690.32
2021,Mei,Riau,Wood Pellet,121.05
2021,Mei,Sumatera Utara,Wood Pellet,377.4
2021,Juni,Bali,Wood Pellet,0.0
2021,Juni,Gorontalo,Wood Pellet,140.28
2021,Juni,Jawa Tengah,Wood Pellet,1578.78
2021,Juni,Jawa Timur,Wood Pellet,5101.18
2021,Juni,Kalimantan Selatan,Wood Pellet,1395.05
2021,Juni,Kalimantan Tengah,Wood Pellet,3189.57
2021,Juni,Lampung,Wood Pellet,1969.92
2021,Juni,Riau,Wood Pellet,95.37
2021,Juni,Sumatera Utara,Wood Pellet,621.35
2021,Juli,Bali,Wood Pellet,0.0
2021,Juli,Gorontalo,Wood Pellet,221.23
2021,Juli,Jawa Tengah,Wood Pellet,2663.34
2021,Juli,Jawa Timur,Wood Pellet,5087.84
2021,Juli,Kalimantan Selatan,Wood Pellet,1300.25
2021,Juli,Kalimantan Tengah,Wood Pellet,2677.73
2021,Juli,Lampung,Wood Pellet,934.87
2021,Juli,Riau,Wood Pellet,111.58
2021,Juli,Sumatera Utara,Wood Pellet,709.75
2021,Agustus,Bali,Wood Pellet,0.0
2021,Agustus,Gorontalo,Wood Pellet,355.11
2021,Agustus,Jawa Tengah,Wood Pellet,2273.43
2021,Agustus,Jawa Timur,Wood Pellet,5371.9
2021,Agustus,Kalimantan Selatan,Wood Pellet,826.15
2021,Agustus,Kalimantan Tengah,Wood Pellet,2842.13
2021,Agustus,Lampung,Wood Pellet,645.57
2021,Agustus,Riau,Wood Pellet,102.11
2021,Agustus,Sumatera Utara,Wood Pellet,408.0
2021,September,Bali,Wood Pellet,0.0
2021,September,Gorontalo,Wood Pellet,217.92
2021,September,Jawa Tengah,Wood Pellet,1872.79
2021,September,Jawa Timur,Wood Pellet,5981.56
2021,September,Kalimantan Selatan,Wood Pellet,1293.3
2021,September,Kalimantan Tengah,Wood Pellet,2558.59
2021,September,Lampung,Wood Pellet,191.21
2021,September,Riau,Wood Pellet,69.05
2021,September,Sumatera Utara,Wood Pellet,414.8
2021,Oktober,Bali,Wood Pellet,0.0
2021,Oktober,Gorontalo,Wood Pellet,170.96
2021,Oktober,Jawa Tengah,Wood Pellet,1633.49
2021,Oktober,Jawa Timur,Wood Pellet,5654.53
2021,Oktober,Kalimantan Selatan,Wood Pellet,1184.3
2021,Oktober,Kalimantan Tengah,Wood Pellet,2996.54
2021,Oktober,Lampung,Wood Pellet,503.75
2021,Oktober,Riau,Wood Pellet,187.37
2021,Oktober,Sumatera Utara,Wood Pellet,539.75
2021,November,Bali,Wood Pellet,21.6
2021,November,Gorontalo,Wood Pellet,211.65
2021,November,Jawa Tengah,Wood Pellet,1149.89
2021,November,Jawa Timur,Wood Pellet,6698.6
2021,November,Kalimantan Selatan,Wood Pellet,1168.7
2021,November,Kalimantan Tengah,Wood Pellet,2245.68
2021,November,Lampung,Wood Pellet,1094.29
2021,November,Riau,Wood Pellet,163.16
2021,November,Sumatera Utara,Wood Pellet,1184.9
2021,Desember,Bali,Wood Pellet,31.8
2021,Desember,Gorontalo,Wood Pellet,94.35
2021,Desember,Jawa Tengah,Wood Pellet,1048.67
2021,Desember,Jawa Timur,Wood Pellet,6995.4
2021,Desember,Kalimantan Selatan,Wood Pellet,936.25
2021,Desember,Kalimantan Tengah,Wood Pellet,2615.33
2021,Desember,Lampung,Wood Pellet,0.0
2021,Desember,Riau,Wood Pellet,132.63
2021,Desember,Sumatera Utara,Wood Pellet,1051.45
2020,Januari,Daerah Istimewa Yogyakarta,Bare Core,0.0
2020,Januari,Jawa Barat,Bare Core,304.49
2020,Januari,Jawa Tengah,Bare Core,5471.58
2020,Januari,Jawa Timur,Bare Core,7157.86
2020,Januari,Kalimantan Barat,Bare Core,59.07
2020,Januari,Kalimantan Selatan,Bare Core,240.06
2020,Februari,Daerah Istimewa Yogyakarta,Bare Core,46.12
2020,Februari,Jawa Barat,Bare Core,293.42
2020,Februari,Jawa Tengah,Bare Core,4193.39
2020,Februari,Jawa Timur,Bare Core,6916.52
2020,Februari,Kalimantan Barat,Bare Core,79.19
2020,Februari,Kalimantan Selatan,Bare Core,221.96
2020,Maret,Daerah Istimewa Yogyakarta,Bare Core,1115.79
2020,Maret,Jawa Barat,Bare Core,148.22
2020,Maret,Jawa Tengah,Bare Core,6055.49
2020,Maret,Jawa Timur,Bare Core,6573.13
2020,Maret,Kalimantan Barat,Bare Core,62.56
2020,Maret,Kalimantan Selatan,Bare Core,323.43
2020,April,Daerah Istimewa Yogyakarta,Bare Core,1570.11
2020,April,Jawa Barat,Bare Core,131.29
2020,April,Jawa Tengah,Bare Core,5969.55
2020,April,Jawa Timur,Bare Core,7337.21
2020,April,Kalimantan Barat,Bare Core,0.0
2020,April,Kalimantan Selatan,Bare Core,161.71
2020,Mei,Daerah Istimewa Yogyakarta,Bare Core,966.42
2020,Mei,Jawa Barat,Bare Core,0.0
2020,Mei,Jawa Tengah,Bare Core,5165.87
2020,Mei,Jawa Timur,Bare Core,3695.37
2020,Mei,Kalimantan Barat,Bare Core,302.56
2020,Mei,Kalimantan Selatan,Bare Core,123.66
2020,Juni,Daerah Istimewa Yogyakarta,Bare Core,135.44
2020,Juni,Jawa Barat,Bare Core,218.64
2020,Juni,Jawa Tengah,Bare Core,8028.62
2020,Juni,Jawa Timur,Bare Core,5925.78
2020,Juni,Kalimantan Barat,Bare Core,0.0
2020,Juni,Kalimantan Selatan,Bare Core,250.47
2020,Juli,Daerah Istimewa Yogyakarta,Bare Core,1142.88
2020,Juli,Jawa Barat,Bare Core,226.42
2020,Juli,Jawa Tengah,Bare Core,4952.2
2020,Juli,Jawa Timur,Bare Core,5526.77
2020,Juli,Kalimantan Barat,Bare Core,0.0
2020,Juli,Kalimantan Selatan,Bare Core,263.18
2020,Agustus,Daerah Istimewa Yogyakarta,Bare Core,745.87
2020,Agustus,Jawa Barat,Bare Core,156.26
2020,Agustus,Jawa Tengah,Bare Core,4864.6
2020,Agustus,Jawa Timur,Bare Core,5608.43
2020,Agustus,Kalimantan Barat,Bare Core,0.0
2020,Agustus,Kalimantan Selatan,Bare Core,174.4
2020,September,Daerah Istimewa Yogyakarta,Bare Core,832.48
2020,September,Jawa Barat,Bare Core,155.37
2020,September,Jawa Tengah,Bare Core,6671.59
2020,September,Jawa Timur,Bare Core,6603.37
2020,September,Kalimantan Barat,Bare Core,108.5
2020,September,Kalimantan Selatan,Bare Core,196.59
2020,Oktober,Daerah Istimewa Yogyakarta,Bare Core,488.84
2020,Oktober,Jawa Barat,Bare Core,99.49
2020,Oktober,Jawa Tengah,Bare Core,5594.05
2020,Oktober,Jawa Timur,Bare Core,7412.27
2020,Oktober,Kalimantan Barat,Bare Core,0.0
2020,Oktober,Kalimantan Selatan,Bare Core,263.18
2020,November,Daerah Istimewa Yogyakarta,Bare Core,1227.75
2020,November,Jawa Barat,Bare Core,154.06
2020,November,Jawa Tengah,Bare Core,6163.26
2020,November,Jawa Timur,Bare Core,6423.0
2020,November,Kalimantan Barat,Bare Core,0.0
2020,November,Kalimantan Selatan,Bare Core,252.18
2020,Desember,Daerah Istimewa Yogyakarta,Bare Core,212.22
2020,Desember,Jawa Barat,Bare Core,106.23
2020,Desember,Jawa Tengah,Bare Core,6301.32
2020,Desember,Jawa Timur,Bare Core,7232.05
2020,Desember,Kalimantan Barat,Bare Core,0.0
2020,Desember,Kalimantan Selatan,Bare Core,136.35
2020,Januari,Jambi,Biomassa Kayu,138.43
2020,Januari,Papua,Biomassa Kayu,80.39
2020,Februari,Jambi,Biomassa Kayu,150.4
2020,Februari,Papua,Biomassa Kayu,57.8
2020,Maret,Jambi,Biomassa Kayu,310.25
2020,Maret,Papua,Biomassa Kayu,136.54
2020,April,Jambi,Biomassa Kayu,44.09
2020,April,Papua,Biomassa Kayu,119.15
2020,Mei,Jambi,Biomassa Kayu,20.27
2020,Mei,Papua,Biomassa Kayu,67.8
2020,Juni,Jambi,Biomassa Kayu,69.13
2020,Juni,Papua,Biomassa Kayu,397.84
2020,Juli,Jambi,Biomassa Kayu,54.8
2020,Juli,Papua,Biomassa Kayu,247.06
2020,Agustus,Jambi,Biomassa Kayu,54.72
2020,Agustus,Papua,Biomassa Kayu,173.67
2020,September,Jambi,Biomassa Kayu,55.86
2020,September,Papua,Biomassa Kayu,129.22
2020,Oktober,Jambi,Biomassa Kayu,42.85
2020,Oktober,Papua,Biomassa Kayu,196.59
2020,November,Jambi,Biomassa Kayu,42.55
2020,November,Papua,Biomassa Kayu,192.11
2020,Desember,Jambi,Biomassa Kayu,36.33
2020,Desember,Papua,Biomassa Kayu,146.62
2020,Januari,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Januari,Jawa Barat,Blockboard,623.71
2020,Januari,Jawa Tengah,Blockboard,14184.05
2020,Januari,Jawa Timur,Blockboard,8312.78
2020,Januari,Kalimantan Barat,Blockboard,0.0
2020,Januari,Kalimantan Timur,Blockboard,0.0
2020,Januari,Riau,Blockboard,0.0
2020,Februari,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Februari,Jawa Barat,Blockboard,349.44
2020,Februari,Jawa Tengah,Blockboard,10961.34
2020,Februari,Jawa Timur,Blockboard,9795.35
2020,Februari,Kalimantan Barat,Blockboard,0.0
2020,Februari,Kalimantan Timur,Blockboard,0.0
2020,Februari,Riau,Blockboard,0.0
2020,Maret,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Maret,Jawa Barat,Blockboard,664.88
2020,Maret,Jawa Tengah,Blockboard,10808.81
2020,Maret,Jawa Timur,Blockboard,9820.64
2020,Maret,Kalimantan Barat,Blockboard,0.0
2020,Maret,Kalimantan Timur,Blockboard,0.0
2020,Maret,Riau,Blockboard,0.0
2020,April,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,April,Jawa Barat,Blockboard,799.42
2020,April,Jawa Tengah,Blockboard,4621.51
2020,April,Jawa Timur,Blockboard,8344.63
2020,April,Kalimantan Barat,Blockboard,0.0
2020,April,Kalimantan Timur,Blockboard,44.21
2020,April,Riau,Blockboard,0.0
2020,Mei,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Mei,Jawa Barat,Blockboard,0.0
2020,Mei,Jawa Tengah,Blockboard,3234.51
2020,Mei,Jawa Timur,Blockboard,3860.15
2020,Mei,Kalimantan Barat,Blockboard,64.04
2020,Mei,Kalimantan Timur,Blockboard,3.75
2020,Mei,Riau,Blockboard,0.0
2020,Juni,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Juni,Jawa Barat,Blockboard,53.13
2020,Juni,Jawa Tengah,Blockboard,6239.62
2020,Juni,Jawa Timur,Blockboard,3349.5
2020,Juni,Kalimantan Barat,Blockboard,209.51
2020,Juni,Kalimantan Timur,Blockboard,0.0
2020,Juni,Riau,Blockboard,0.0
2020,Juli,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Juli,Jawa Barat,Blockboard,0.0
2020,Juli,Jawa Tengah,Blockboard,6163.67
2020,Juli,Jawa Timur,Blockboard,5776.09
2020,Juli,Kalimantan Barat,Blockboard,112.88
2020,Juli,Kalimantan Timur,Blockboard,103.36
2020,Juli,Riau,Blockboard,0.0
2020,Agustus,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Agustus,Jawa Barat,Blockboard,32.47
2020,Agustus,Jawa Tengah,Blockboard,8395.81
2020,Agustus,Jawa Timur,Blockboard,5768.32
2020,Agustus,Kalimantan Barat,Blockboard,0.0
2020,Agustus,Kalimantan Timur,Blockboard,38.85
2020,Agustus,Riau,Blockboard,15.63
2020,September,Daerah Istimewa Yogyakarta,Blockboard,121.95
2020,September,Jawa Barat,Blockboard,241.27
2020,September,Jawa Tengah,Blockboard,11120.0
2020,September,Jawa Timur,Blockboard,10800.89
2020,September,Kalimantan Barat,Blockboard,0.0
2020,September,Kalimantan Timur,Blockboard,10.72
2020,September,Riau,Blockboard,0.0
2020,Oktober,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Oktober,Jawa Barat,Blockboard,0.0
2020,Oktober,Jawa Tengah,Blockboard,10944.84
2020,Oktober,Jawa Timur,Blockboard,8839.79
2020,Oktober,Kalimantan Barat,Blockboard,0.0
2020,Oktober,Kalimantan Timur,Blockboard,0.0
2020,Oktober,Riau,Blockboard,0.0
2020,November,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,November,Jawa Barat,Blockboard,0.0
2020,November,Jawa Tengah,Blockboard,10306.77
2020,November,Jawa Timur,Blockboard,9136.98
2020,November,Kalimantan Barat,Blockboard,0.0
2020,November,Kalimantan Timur,Blockboard,11.25
2020,November,Riau,Blockboard,0.0
2020,Desember,Daerah Istimewa Yogyakarta,Blockboard,0.0
2020,Desember,Jawa Barat,Blockboard,84.02
2020,Desember,Jawa Tengah,Blockboard,9337.3
2020,Desember,Jawa Timur,Blockboard,9154.69
2020,Desember,Kalimantan Barat,Blockboard,0.0
2020,Desember,Kalimantan Timur,Blockboard,2.14
2020,Desember,Riau,Blockboard,0.0
2020,Januari,Aceh,Kayu Gergajian,128.35
2020,Januari,Bali,Kayu Gergajian,1094.23
2020,Januari,Banten,Kayu Gergajian,796.51
2020,Januari,Bengkulu,Kayu Gergajian,520.1
2020,Januari,Daerah Istimewa Yogyakarta,Kayu Gergajian,558.02
2020,Januari,DKI Jakarta,Kayu Gergajian,135.63
2020,Januari,Gorontalo,Kayu Gergajian,253.21
2020,Januari,Jambi,Kayu Gergajian,1988.81
2020,Januari,Jawa Barat,Kayu Gergajian,3133.6
2020,Januari,Jawa Tengah,Kayu Gergajian,55320.03
2020,Januari,Jawa Timur,Kayu Gergajian,78741.88
2020,Januari,Kalimantan Barat,Kayu Gergajian,2185.68
2020,Januari,Kalimantan Selatan,Kayu Gergajian,7460.93
2020,Januari,Kalimantan Tengah,Kayu Gergajian,8030.79
2020,Januari,Kalimantan Timur,Kayu Gergajian,6150.2
2020,Januari,Kalimantan Utara,Kayu Gergajian,2683.49
2020,Januari,Kepulauan Riau,Kayu Gergajian,57.03
2020,Januari,Lampung,Kayu Gergajian,6961.39
2020,Januari,Maluku,Kayu Gergajian,441.68
2020,Januari,Maluku Utara,Kayu Gergajian,293.92
2020,Januari,Papua,Kayu Gergajian,12379.71
2020,Januari,Papua Barat,Kayu Gergajian,9537.03
2020,Januari,Riau,Kayu Gergajian,8654.3
2020,Januari,Sulawesi Selatan,Kayu Gergajian,1264.76
2020,Januari,Sulawesi Tengah,Kayu Gergajian,1528.18
2020,Januari,Sulawesi Tenggara,Kayu Gergajian,1226.44
2020,Januari,Sumatera Barat,Kayu Gergajian,154.49
2020,Januari,Sumatera Selatan,Kayu Gergajian,1568.57
2020,Januari,Sumatera Utara,Kayu Gergajian,20304.37
2020,Februari,Aceh,Kayu Gergajian,49.36
2020,Februari,Bali,Kayu Gergajian,518.19
2020,Februari,Banten,Kayu Gergajian,682.1
2020,Februari,Bengkulu,Kayu Gergajian,706.11
2020,Februari,Daerah Istimewa Yogyakarta,Kayu Gergajian,226.82
2020,Februari,DKI Jakarta,Kayu Gergajian,84.92
2020,Februari,Gorontalo,Kayu Gergajian,477.52
2020,Februari,Jambi,Kayu Gergajian,2784.37
2020,Februari,Jawa Barat,Kayu Gergajian,2148.28
2020,Februari,Jawa Tengah,Kayu Gergajian,48683.53
2020,Februari,Jawa Timur,Kayu Gergajian,85252.68
2020,Februari,Kalimantan Barat,Kayu Gergajian,2115.26
2020,Februari,Kalimantan Selatan,Kayu Gergajian,10441.04
2020,Februari,Kalimantan Tengah,Kayu Gergajian,8342.62
2020,Februari,Kalimantan Timur,Kayu Gergajian,5225.35
2020,Februari,Kalimantan Utara,Kayu Gergajian,2703.55
2020,Februari,Kepulauan Riau,Kayu Gergajian,69.39
2020,Februari,Lampung,Kayu Gergajian,6055.07
2020,Februari,Maluku,Kayu Gergajian,503.74
2020,Februari,Maluku Utara,Kayu Gergajian,642.35
2020,Februari,Papua,Kayu Gergajian,11923.03
2020,Februari,Papua Barat,Kayu Gergajian,12125.96
2020,Februari,Riau,Kayu Gergajian,9216.28
2020,Februari,Sulawesi Selatan,Kayu Gergajian,1032.95
2020,Februari,Sulawesi Tengah,Kayu Gergajian,1905.71
2020,Februari,Sulawesi Tenggara,Kayu Gergajian,1205.51
2020,Februari,Sumatera Barat,Kayu Gergajian,1093.42
2020,Februari,Sumatera Selatan,Kayu Gergajian,1513.72
2020,Februari,Sumatera Utara,Kayu Gergajian,23536.85
2020,Maret,Aceh,Kayu Gergajian,89.26
2020,Maret,Bali,Kayu Gergajian,555.36
2020,Maret,Banten,Kayu Gergajian,828.29
2020,Maret,Bengkulu,Kayu Gergajian,290.28
2020,Maret,Daerah Istimewa Yogyakarta,Kayu Gergajian,148.31
2020,Maret,DKI Jakarta,Kayu Gergajian,116.9
2020,Maret,Gorontalo,Kayu Gergajian,0.0
2020,Maret,Jambi,Kayu Gergajian,2928.36
2020,Maret,Jawa Barat,Kayu Gergajian,1959.08
2020,Maret,Jawa Tengah,Kayu Gergajian,45021.35
2020,Maret,Jawa Timur,Kayu Gergajian,82938.18
2020,Maret,Kalimantan Barat,Kayu Gergajian,1510.48
2020,Maret,Kalimantan Selatan,Kayu Gergajian,8135.33
2020,Maret,Kalimantan Tengah,Kayu Gergajian,10064.16
2020,Maret,Kalimantan Timur,Kayu Gergajian,8532.35
2020,Maret,Kalimantan Utara,Kayu Gergajian,1991.2
2020,Maret,Kepulauan Riau,Kayu Gergajian,39.65
2020,Maret,Lampung,Kayu Gergajian,7078.88
2020,Maret,Maluku,Kayu Gergajian,606.09
2020,Maret,Maluku Utara,Kayu Gergajian,364.16
2020,Maret,Papua,Kayu Gergajian,14495.43
2020,Maret,Papua Barat,Kayu Gergajian,9769.93
2020,Maret,Riau,Kayu Gergajian,9656.3
2020,Maret,Sulawesi Selatan,Kayu Gergajian,600.28
2020,Maret,Sulawesi Tengah,Kayu Gergajian,1495.05
2020,Maret,Sulawesi Tenggara,Kayu Gergajian,784.58
2020,Maret,Sumatera Barat,Kayu Gergajian,1424.07
2020,Maret,Sumatera Selatan,Kayu Gergajian,1917.56
2020,Maret,Sumatera Utara,Kayu Gergajian,28029.81
2020,April,Aceh,Kayu Gergajian,196.77
2020,April,Bali,Kayu Gergajian,469.29
2020,April,Banten,Kayu Gergajian,1167.82
2020,April,Bengkulu,Kayu Gergajian,0.0
2020,April,Daerah Istimewa Yogyakarta,Kayu Gergajian,173.79
2020,April,DKI Jakarta,Kayu Gergajian,89.84
2020,April,Gorontalo,Kayu Gergajian,61.44
2020,April,Jambi,Kayu Gergajian,3502.95
2020,April,Jawa Barat,Kayu Gergajian,1695.95
2020,April,Jawa Tengah,Kayu Gergajian,47628.6
2020,April,Jawa Timur,Kayu Gergajian,72326.59
2020,April,Kalimantan Barat,Kayu Gergajian,1189.72
2020,April,Kalimantan Selatan,Kayu Gergajian,5442.3
2020,April,Kalimantan Tengah,Kayu Gergajian,7359.05
2020,April,Kalimantan Timur,Kayu Gergajian,7663.81
2020,April,Kalimantan Utara,Kayu Gergajian,1090.19
2020,April,Kepulauan Riau,Kayu Gergajian,21.24
2020,April,Lampung,Kayu Gergajian,5253.55
2020,April,Maluku,Kayu Gergajian,505.45
2020,April,Maluku Utara,Kayu Gergajian,999.67
2020,April,Papua,Kayu Gergajian,9330.84
2020,April,Papua Barat,Kayu Gergajian,8309.29
2020,April,Riau,Kayu Gergajian,10631.45
2020,April,Sulawesi Selatan,Kayu Gergajian,873.9
2020,April,Sulawesi Tengah,Kayu Gergajian,1700.77
2020,April,Sulawesi Tenggara,Kayu Gergajian,899.09
2020,April,Sumatera Barat,Kayu Gergajian,369.15
2020,April,Sumatera Selatan,Kayu Gergajian,1795.63
2020,April,Sumatera Utara,Kayu Gergajian,23344.05
2020,Mei,Aceh,Kayu Gergajian,176.55
2020,Mei,Bali,Kayu Gergajian,325.71
2020,Mei,Banten,Kayu Gergajian,841.01
2020,Mei,Bengkulu,Kayu Gergajian,0.0
2020,Mei,Daerah Istimewa Yogyakarta,Kayu Gergajian,127.31
2020,Mei,DKI Jakarta,Kayu Gergajian,22.88
2020,Mei,Gorontalo,Kayu Gergajian,0.0
2020,Mei,Jambi,Kayu Gergajian,2281.46
2020,Mei,Jawa Barat,Kayu Gergajian,1136.32
2020,Mei,Jawa Tengah,Kayu Gergajian,59036.81
2020,Mei,Jawa Timur,Kayu Gergajian,54320.19
2020,Mei,Kalimantan Barat,Kayu Gergajian,0.0
2020,Mei,Kalimantan Selatan,Kayu Gergajian,3274.31
2020,Mei,Kalimantan Tengah,Kayu Gergajian,4932.02
2020,Mei,Kalimantan Timur,Kayu Gergajian,4552.78
2020,Mei,Kalimantan Utara,Kayu Gergajian,1004.57
2020,Mei,Kepulauan Riau,Kayu Gergajian,21.24
2020,Mei,Lampung,Kayu Gergajian,3152.72
2020,Mei,Maluku,Kayu Gergajian,369.44
2020,Mei,Maluku Utara,Kayu Gergajian,330.11
2020,Mei,Papua,Kayu Gergajian,8706.12
2020,Mei,Papua Barat,Kayu Gergajian,4671.69
2020,Mei,Riau,Kayu Gergajian,6682.79
2020,Mei,Sulawesi Selatan,Kayu Gergajian,670.0
2020,Mei,Sulawesi Tengah,Kayu Gergajian,1652.92
2020,Mei,Sulawesi Tenggara,Kayu Gergajian,1312.48
2020,Mei,Sumatera Barat,Kayu Gergajian,233.88
2020,Mei,Sumatera Selatan,Kayu Gergajian,1586.37
2020,Mei,Sumatera Utara,Kayu Gergajian,18000.25
2020,Juni,Aceh,Kayu Gergajian,203.7
2020,Juni,Bali,Kayu Gergajian,367.09
2020,Juni,Banten,Kayu Gergajian,1720.97
2020,Juni,Bengkulu,Kayu Gergajian,0.0
2020,Juni,Daerah Istimewa Yogyakarta,Kayu Gergajian,172.34
2020,Juni,DKI Jakarta,Kayu Gergajian,0.0
2020,Juni,Gorontalo,Kayu Gergajian,523.52
2020,Juni,Jambi,Kayu Gergajian,2786.9
2020,Juni,Jawa Barat,Kayu Gergajian,2444.7
2020,Juni,Jawa Tengah,Kayu Gergajian,46266.16
2020,Juni,Jawa Timur,Kayu Gergajian,69933.86
2020,Juni,Kalimantan Barat,Kayu Gergajian,631.83
2020,Juni,Kalimantan Selatan,Kayu Gergajian,7026.14
2020,Juni,Kalimantan Tengah,Kayu Gergajian,7690.04
2020,Juni,Kalimantan Timur,Kayu Gergajian,6068.63
2020,Juni,Kalimantan Utara,Kayu Gergajian,2291.14
2020,Juni,Kepulauan Riau,Kayu Gergajian,62.69
2020,Juni,Lampung,Kayu Gergajian,6648.52
2020,Juni,Maluku,Kayu Gergajian,547.7
2020,Juni,Maluku Utara,Kayu Gergajian,440.83
2020,Juni,Papua,Kayu Gergajian,11121.75
2020,Juni,Papua Barat,Kayu Gergajian,5617.44
2020,Juni,Riau,Kayu Gergajian,5683.81
2020,Juni,Sulawesi Selatan,Kayu Gergajian,882.39
2020,Juni,Sulawesi Tengah,Kayu Gergajian,969.17
2020,Juni,Sulawesi Tenggara,Kayu Gergajian,759.43
2020,Juni,Sumatera Barat,Kayu Gergajian,723.2
2020,Juni,Sumatera Selatan,Kayu Gergajian,1396.89
2020,Juni,Sumatera Utara,Kayu Gergajian,22403.16
2020,Juli,Aceh,Kayu Gergajian,569.8
2020,Juli,Bali,Kayu Gergajian,1227.05
2020,Juli,Banten,Kayu Gergajian,1767.11
2020,Juli,Bengkulu,Kayu Gergajian,0.0
