tahun,bulan,provinsi,jenis,value
2020,September,Kalimantan Selatan,Kayu Perkebunan,176.74
2020,September,Kalimantan Tengah,Kayu Perkebunan,6.63
2020,September,Kalimantan Timur,Kayu Perkebunan,0
2020,September,Kalimantan Utara,Kayu Perkebunan,0
2020,September,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2020,September,Lampung,Kayu Perkebunan,36130.41
2020,September,Maluku,Kayu Perkebunan,0
2020,September,Maluku Utara,Kayu Perkebunan,0
2020,September,Nusa Tenggara Barat,Kayu Perkebunan,0
2020,September,Papua,Kayu Perkebunan,0
2020,September,Papua Barat,Kayu Perkebunan,0
2020,September,Riau,Kayu Perkebunan,5724.9
2020,September,Sulawesi Barat,Kayu Perkebunan,0
2020,September,Sulawesi Selatan,Kayu Perkebunan,20.13
2020,September,Sulawesi Tengah,Kayu Perkebunan,0
2020,September,Sulawesi Tenggara,Kayu Perkebunan,0
2020,September,Sulawesi Utara,Kayu Perkebunan,0
2020,September,Sumatera Barat,Kayu Perkebunan,269.83
2020,September,Sumatera Selatan,Kayu Perkebunan,67455.82
2020,September,Sumatera Utara,Kayu Perkebunan,25183.9
2020,Oktober,Aceh,Kayu Perkebunan,157.64
2020,Oktober,Bali,Kayu Perkebunan,0
2020,Oktober,Banten,Kayu Perkebunan,78.16
2020,Oktober,Bengkulu,Kayu Perkebunan,0
2020,Oktober,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2020,Oktober,Gorontalo,Kayu Perkebunan,0
2020,Oktober,Impor Bahan Baku,Kayu Perkebunan,0
2020,Oktober,Jambi,Kayu Perkebunan,8231.65
2020,Oktober,Jawa Barat,Kayu Perkebunan,76.43
2020,Oktober,Jawa Tengah,Kayu Perkebunan,2239.35
2020,Oktober,Jawa Timur,Kayu Perkebunan,1972.74
2020,Oktober,Kalimantan Barat,Kayu Perkebunan,2439.73
2020,Oktober,Kalimantan Selatan,Kayu Perkebunan,116.12
2020,Oktober,Kalimantan Tengah,Kayu Perkebunan,28.5
2020,Oktober,Kalimantan Timur,Kayu Perkebunan,0
2020,Oktober,Kalimantan Utara,Kayu Perkebunan,0
2020,Oktober,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2020,Oktober,Lampung,Kayu Perkebunan,36346.77
2020,Oktober,Maluku,Kayu Perkebunan,0
2020,Oktober,Maluku Utara,Kayu Perkebunan,0
2020,Oktober,Nusa Tenggara Barat,Kayu Perkebunan,0
2020,Oktober,Papua,Kayu Perkebunan,0
2020,Oktober,Papua Barat,Kayu Perkebunan,0
2020,Oktober,Riau,Kayu Perkebunan,7363.8
2020,Oktober,Sulawesi Barat,Kayu Perkebunan,0
2020,Oktober,Sulawesi Selatan,Kayu Perkebunan,0
2020,Oktober,Sulawesi Tengah,Kayu Perkebunan,0
2020,Oktober,Sulawesi Tenggara,Kayu Perkebunan,0
2020,Oktober,Sulawesi Utara,Kayu Perkebunan,0
2020,Oktober,Sumatera Barat,Kayu Perkebunan,384.52
2020,Oktober,Sumatera Selatan,Kayu Perkebunan,60970.51
2020,Oktober,Sumatera Utara,Kayu Perkebunan,22659.06
2020,November,Aceh,Kayu Perkebunan,82.6
2020,November,Bali,Kayu Perkebunan,0
2020,November,Banten,Kayu Perkebunan,0
2020,November,Bengkulu,Kayu Perkebunan,0
2020,November,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2020,November,Gorontalo,Kayu Perkebunan,0
2020,November,Impor Bahan Baku,Kayu Perkebunan,0
2020,November,Jambi,Kayu Perkebunan,7832.42
2020,November,Jawa Barat,Kayu Perkebunan,188.1
2020,November,Jawa Tengah,Kayu Perkebunan,2417.85
2020,November,Jawa Timur,Kayu Perkebunan,1634.31
2020,November,Kalimantan Barat,Kayu Perkebunan,1701.83
2020,November,Kalimantan Selatan,Kayu Perkebunan,136.48
2020,November,Kalimantan Tengah,Kayu Perkebunan,19.63
2020,November,Kalimantan Timur,Kayu Perkebunan,0
2020,November,Kalimantan Utara,Kayu Perkebunan,0
2020,November,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2020,November,Lampung,Kayu Perkebunan,31428.35
2020,November,Maluku,Kayu Perkebunan,0
2020,November,Maluku Utara,Kayu Perkebunan,0
2020,November,Nusa Tenggara Barat,Kayu Perkebunan,0
2020,November,Papua,Kayu Perkebunan,0
2020,November,Papua Barat,Kayu Perkebunan,0
2020,November,Riau,Kayu Perkebunan,5329.32
2020,November,Sulawesi Barat,Kayu Perkebunan,0
2020,November,Sulawesi Selatan,Kayu Perkebunan,0
2020,November,Sulawesi Tengah,Kayu Perkebunan,0
2020,November,Sulawesi Tenggara,Kayu Perkebunan,0
2020,November,Sulawesi Utara,Kayu Perkebunan,0
2020,November,Sumatera Barat,Kayu Perkebunan,405.73
2020,November,Sumatera Selatan,Kayu Perkebunan,42088.71
2020,November,Sumatera Utara,Kayu Perkebunan,25632.65
2020,Desember,Aceh,Kayu Perkebunan,189.26
2020,Desember,Bali,Kayu Perkebunan,0
2020,Desember,Banten,Kayu Perkebunan,0
2020,Desember,Bengkulu,Kayu Perkebunan,0
2020,Desember,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2020,Desember,Gorontalo,Kayu Perkebunan,0
2020,Desember,Impor Bahan Baku,Kayu Perkebunan,0
2020,Desember,Jambi,Kayu Perkebunan,8097.19
2020,Desember,Jawa Barat,Kayu Perkebunan,166.25
2020,Desember,Jawa Tengah,Kayu Perkebunan,1457.6
2020,Desember,Jawa Timur,Kayu Perkebunan,565.82
2020,Desember,Kalimantan Barat,Kayu Perkebunan,1849.45
2020,Desember,Kalimantan Selatan,Kayu Perkebunan,83.29
2020,Desember,Kalimantan Tengah,Kayu Perkebunan,18.08
2020,Desember,Kalimantan Timur,Kayu Perkebunan,0
2020,Desember,Kalimantan Utara,Kayu Perkebunan,0
2020,Desember,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2020,Desember,Lampung,Kayu Perkebunan,30087.95
2020,Desember,Maluku,Kayu Perkebunan,0
2020,Desember,Maluku Utara,Kayu Perkebunan,0
2020,Desember,Nusa Tenggara Barat,Kayu Perkebunan,0
2020,Desember,Papua,Kayu Perkebunan,0
2020,Desember,Papua Barat,Kayu Perkebunan,0
2020,Desember,Riau,Kayu Perkebunan,5496.2
2020,Desember,Sulawesi Barat,Kayu Perkebunan,0
2020,Desember,Sulawesi Selatan,Kayu Perkebunan,0
2020,Desember,Sulawesi Tengah,Kayu Perkebunan,0
2020,Desember,Sulawesi Tenggara,Kayu Perkebunan,0
2020,Desember,Sulawesi Utara,Kayu Perkebunan,0
2020,Desember,Sumatera Barat,Kayu Perkebunan,437.9
2020,Desember,Sumatera Selatan,Kayu Perkebunan,48812.13
2020,Desember,Sumatera Utara,Kayu Perkebunan,18884.18
2020,Januari,Aceh,Kayu Tanaman,4564.36
2020,Januari,Bali,Kayu Tanaman,1769.65
2020,Januari,Banten,Kayu Tanaman,8085.92
2020,Januari,Bengkulu,Kayu Tanaman,75.67
2020,Januari,Daerah Istimewa Yogyakarta,Kayu Tanaman,8517.22
2020,Januari,Gorontalo,Kayu Tanaman,0
2020,Januari,Impor Bahan Baku,Kayu Tanaman,53452.28
2020,Januari,Jambi,Kayu Tanaman,462822
2020,Januari,Jawa Barat,Kayu Tanaman,32991.65
2020,Januari,Jawa Tengah,Kayu Tanaman,160265.61
2020,Januari,Jawa Timur,Kayu Tanaman,230549.9
2020,Januari,Kalimantan Barat,Kayu Tanaman,63796.92
2020,Januari,Kalimantan Selatan,Kayu Tanaman,3180.22
2020,Januari,Kalimantan Tengah,Kayu Tanaman,93871.5
2020,Januari,Kalimantan Timur,Kayu Tanaman,319764.99
2020,Januari,Kalimantan Utara,Kayu Tanaman,36483.83
2020,Januari,Kepulauan Bangka-Belitung,Kayu Tanaman,242.98
2020,Januari,Lampung,Kayu Tanaman,12429.76
2020,Januari,Maluku,Kayu Tanaman,212.59
2020,Januari,Maluku Utara,Kayu Tanaman,0
2020,Januari,Nusa Tenggara Barat,Kayu Tanaman,143.48
2020,Januari,Papua,Kayu Tanaman,0
2020,Januari,Papua Barat,Kayu Tanaman,0
2020,Januari,Riau,Kayu Tanaman,1585781.93
2020,Januari,Sulawesi Barat,Kayu Tanaman,101.2
2020,Januari,Sulawesi Selatan,Kayu Tanaman,1983.81
2020,Januari,Sulawesi Tengah,Kayu Tanaman,2650.55
2020,Januari,Sulawesi Tenggara,Kayu Tanaman,1177.84
2020,Januari,Sulawesi Utara,Kayu Tanaman,0
2020,Januari,Sumatera Barat,Kayu Tanaman,3954.19
2020,Januari,Sumatera Selatan,Kayu Tanaman,696873.07
2020,Januari,Sumatera Utara,Kayu Tanaman,132691.74
2020,Februari,Aceh,Kayu Tanaman,5025.33
2020,Februari,Bali,Kayu Tanaman,2415.57
2020,Februari,Banten,Kayu Tanaman,7917.12
2020,Februari,Bengkulu,Kayu Tanaman,99.91
2020,Februari,Daerah Istimewa Yogyakarta,Kayu Tanaman,7617.99
2020,Februari,Gorontalo,Kayu Tanaman,0
2020,Februari,Impor Bahan Baku,Kayu Tanaman,62367.2
2020,Februari,Jambi,Kayu Tanaman,551196.9
2020,Februari,Jawa Barat,Kayu Tanaman,30286.48
2020,Februari,Jawa Tengah,Kayu Tanaman,156016.24
2020,Februari,Jawa Timur,Kayu Tanaman,251042.86
2020,Februari,Kalimantan Barat,Kayu Tanaman,37756.42
2020,Februari,Kalimantan Selatan,Kayu Tanaman,3423.91
2020,Februari,Kalimantan Tengah,Kayu Tanaman,83438.96
2020,Februari,Kalimantan Timur,Kayu Tanaman,281032.77
2020,Februari,Kalimantan Utara,Kayu Tanaman,25891.14
2020,Februari,Kepulauan Bangka-Belitung,Kayu Tanaman,557.95
2020,Februari,Lampung,Kayu Tanaman,10064.46
2020,Februari,Maluku,Kayu Tanaman,708.04
2020,Februari,Maluku Utara,Kayu Tanaman,0
2020,Februari,Nusa Tenggara Barat,Kayu Tanaman,110.86
2020,Februari,Papua,Kayu Tanaman,0
2020,Februari,Papua Barat,Kayu Tanaman,0
2020,Februari,Riau,Kayu Tanaman,2086740.02
2020,Februari,Sulawesi Barat,Kayu Tanaman,144.96
2020,Februari,Sulawesi Selatan,Kayu Tanaman,2703.31
2020,Februari,Sulawesi Tengah,Kayu Tanaman,4467.09
2020,Februari,Sulawesi Tenggara,Kayu Tanaman,746.33
2020,Februari,Sulawesi Utara,Kayu Tanaman,0
2020,Februari,Sumatera Barat,Kayu Tanaman,4671.37
2020,Februari,Sumatera Selatan,Kayu Tanaman,802669.54
2020,Februari,Sumatera Utara,Kayu Tanaman,165185.1
2020,Maret,Aceh,Kayu Tanaman,6757.19
2020,Maret,Bali,Kayu Tanaman,2141.39
2020,Maret,Banten,Kayu Tanaman,5648.27
2020,Maret,Bengkulu,Kayu Tanaman,122.61
2020,Maret,Daerah Istimewa Yogyakarta,Kayu Tanaman,7393.56
2020,Maret,Gorontalo,Kayu Tanaman,0
2020,Maret,Impor Bahan Baku,Kayu Tanaman,61583.26
2020,Maret,Jambi,Kayu Tanaman,642546.16
2020,Maret,Jawa Barat,Kayu Tanaman,34117.02
2020,Maret,Jawa Tengah,Kayu Tanaman,166751.22
2020,Maret,Jawa Timur,Kayu Tanaman,259794.96
2020,Maret,Kalimantan Barat,Kayu Tanaman,67592.8
2020,Maret,Kalimantan Selatan,Kayu Tanaman,6060.82
2020,Maret,Kalimantan Tengah,Kayu Tanaman,81504.58
2020,Maret,Kalimantan Timur,Kayu Tanaman,325014.46
2020,Maret,Kalimantan Utara,Kayu Tanaman,44278.77
2020,Maret,Kepulauan Bangka-Belitung,Kayu Tanaman,359.07
2020,Maret,Lampung,Kayu Tanaman,11422.84
2020,Maret,Maluku,Kayu Tanaman,671.91
2020,Maret,Maluku Utara,Kayu Tanaman,0
2020,Maret,Nusa Tenggara Barat,Kayu Tanaman,95.66
2020,Maret,Papua,Kayu Tanaman,0
2020,Maret,Papua Barat,Kayu Tanaman,0
2020,Maret,Riau,Kayu Tanaman,2241772.55
2020,Maret,Sulawesi Barat,Kayu Tanaman,148.05
2020,Maret,Sulawesi Selatan,Kayu Tanaman,3204.73
2020,Maret,Sulawesi Tengah,Kayu Tanaman,5406.61
2020,Maret,Sulawesi Tenggara,Kayu Tanaman,766.67
2020,Maret,Sulawesi Utara,Kayu Tanaman,0
2020,Maret,Sumatera Barat,Kayu Tanaman,7657.5
2020,Maret,Sumatera Selatan,Kayu Tanaman,917504.48
2020,Maret,Sumatera Utara,Kayu Tanaman,180605.43
2020,April,Aceh,Kayu Tanaman,4683.42
2020,April,Bali,Kayu Tanaman,1876.36
2020,April,Banten,Kayu Tanaman,3516.98
2020,April,Bengkulu,Kayu Tanaman,131.55
2020,April,Daerah Istimewa Yogyakarta,Kayu Tanaman,5584.81
2020,April,Gorontalo,Kayu Tanaman,0
2020,April,Impor Bahan Baku,Kayu Tanaman,34520.24
2020,April,Jambi,Kayu Tanaman,556733.46
2020,April,Jawa Barat,Kayu Tanaman,35671.52
2020,April,Jawa Tengah,Kayu Tanaman,151410.99
2020,April,Jawa Timur,Kayu Tanaman,237306.31
2020,April,Kalimantan Barat,Kayu Tanaman,64217.48
2020,April,Kalimantan Selatan,Kayu Tanaman,2755.84
2020,April,Kalimantan Tengah,Kayu Tanaman,84114.6
2020,April,Kalimantan Timur,Kayu Tanaman,329766.14
2020,April,Kalimantan Utara,Kayu Tanaman,62586.11
2020,April,Kepulauan Bangka-Belitung,Kayu Tanaman,304.46
2020,April,Lampung,Kayu Tanaman,10409.84
2020,April,Maluku,Kayu Tanaman,434.04
2020,April,Maluku Utara,Kayu Tanaman,9.43
2020,April,Nusa Tenggara Barat,Kayu Tanaman,158.23
2020,April,Papua,Kayu Tanaman,0
2020,April,Papua Barat,Kayu Tanaman,0
2020,April,Riau,Kayu Tanaman,2106906.32
2020,April,Sulawesi Barat,Kayu Tanaman,89.57
2020,April,Sulawesi Selatan,Kayu Tanaman,3444.89
2020,April,Sulawesi Tengah,Kayu Tanaman,4248.63
2020,April,Sulawesi Tenggara,Kayu Tanaman,804.03
2020,April,Sulawesi Utara,Kayu Tanaman,0
2020,April,Sumatera Barat,Kayu Tanaman,6693.59
2020,April,Sumatera Selatan,Kayu Tanaman,855710.23
2020,April,Sumatera Utara,Kayu Tanaman,174998.43
2020,Mei,Aceh,Kayu Tanaman,4350.58
2020,Mei,Bali,Kayu Tanaman,749.41
2020,Mei,Banten,Kayu Tanaman,1459.18
2020,Mei,Bengkulu,Kayu Tanaman,63.78
2020,Mei,Daerah Istimewa Yogyakarta,Kayu Tanaman,4302.38
2020,Mei,Gorontalo,Kayu Tanaman,0
2020,Mei,Impor Bahan Baku,Kayu Tanaman,57910.55
2020,Mei,Jambi,Kayu Tanaman,382339.42
2020,Mei,Jawa Barat,Kayu Tanaman,24732.35
2020,Mei,Jawa Tengah,Kayu Tanaman,103304.63
2020,Mei,Jawa Timur,Kayu Tanaman,153487.29
2020,Mei,Kalimantan Barat,Kayu Tanaman,46834.43
2020,Mei,Kalimantan Selatan,Kayu Tanaman,1851.94
2020,Mei,Kalimantan Tengah,Kayu Tanaman,80923.74
2020,Mei,Kalimantan Timur,Kayu Tanaman,318312.02
2020,Mei,Kalimantan Utara,Kayu Tanaman,61606.84
2020,Mei,Kepulauan Bangka-Belitung,Kayu Tanaman,0
2020,Mei,Lampung,Kayu Tanaman,8074.89
2020,Mei,Maluku,Kayu Tanaman,908.52
2020,Mei,Maluku Utara,Kayu Tanaman,0
2020,Mei,Nusa Tenggara Barat,Kayu Tanaman,236.67
2020,Mei,Papua,Kayu Tanaman,0
2020,Mei,Papua Barat,Kayu Tanaman,0
2020,Mei,Riau,Kayu Tanaman,1672506.04
2020,Mei,Sulawesi Barat,Kayu Tanaman,62.16
2020,Mei,Sulawesi Selatan,Kayu Tanaman,3235.02
2020,Mei,Sulawesi Tengah,Kayu Tanaman,3891.21
2020,Mei,Sulawesi Tenggara,Kayu Tanaman,411.44
2020,Mei,Sulawesi Utara,Kayu Tanaman,35.16
2020,Mei,Sumatera Barat,Kayu Tanaman,6343.93
2020,Mei,Sumatera Selatan,Kayu Tanaman,651423.61
2020,Mei,Sumatera Utara,Kayu Tanaman,145998.87
2020,Juni,Aceh,Kayu Tanaman,4290.29
2020,Juni,Bali,Kayu Tanaman,1016.64
2020,Juni,Banten,Kayu Tanaman,2655.21
2020,Juni,Bengkulu,Kayu Tanaman,65.3
2020,Juni,Daerah Istimewa Yogyakarta,Kayu Tanaman,5365.03
2020,Juni,Gorontalo,Kayu Tanaman,0
2020,Juni,Impor Bahan Baku,Kayu Tanaman,82185.92
2020,Juni,Jambi,Kayu Tanaman,429974.67
2020,Juni,Jawa Barat,Kayu Tanaman,28107.52
2020,Juni,Jawa Tengah,Kayu Tanaman,155935.59
2020,Juni,Jawa Timur,Kayu Tanaman,224608.93
2020,Juni,Kalimantan Barat,Kayu Tanaman,53218.16
2020,Juni,Kalimantan Selatan,Kayu Tanaman,1712.77
2020,Juni,Kalimantan Tengah,Kayu Tanaman,63874.48
2020,Juni,Kalimantan Timur,Kayu Tanaman,322968.04
2020,Juni,Kalimantan Utara,Kayu Tanaman,35788.41
2020,Juni,Kepulauan Bangka-Belitung,Kayu Tanaman,8879.11
2020,Juni,Lampung,Kayu Tanaman,15552.8
2020,Juni,Maluku,Kayu Tanaman,789.89
2020,Juni,Maluku Utara,Kayu Tanaman,594.97
2020,Juni,Nusa Tenggara Barat,Kayu Tanaman,0
2020,Juni,Papua,Kayu Tanaman,0
2020,Juni,Papua Barat,Kayu Tanaman,0
2020,Juni,Riau,Kayu Tanaman,1426779.95
2020,Juni,Sulawesi Barat,Kayu Tanaman,190.31
2020,Juni,Sulawesi Selatan,Kayu Tanaman,4368.02
2020,Juni,Sulawesi Tengah,Kayu Tanaman,4956.56
2020,Juni,Sulawesi Tenggara,Kayu Tanaman,1196.37
2020,Juni,Sulawesi Utara,Kayu Tanaman,0
2020,Juni,Sumatera Barat,Kayu Tanaman,6237.72
2020,Juni,Sumatera Selatan,Kayu Tanaman,555782.92
2020,Juni,Sumatera Utara,Kayu Tanaman,160530.2
2020,Juli,Aceh,Kayu Tanaman,6295.58
2020,Juli,Bali,Kayu Tanaman,1823.81
2020,Juli,Banten,Kayu Tanaman,2743.22
2020,Juli,Bengkulu,Kayu Tanaman,237.02
2020,Juli,Daerah Istimewa Yogyakarta,Kayu Tanaman,7389.95
2020,Juli,Gorontalo,Kayu Tanaman,0
2020,Juli,Impor Bahan Baku,Kayu Tanaman,33447.04
2020,Juli,Jambi,Kayu Tanaman,546019.58
2020,Juli,Jawa Barat,Kayu Tanaman,30800.07
2020,Juli,Jawa Tengah,Kayu Tanaman,165963.03
2020,Juli,Jawa Timur,Kayu Tanaman,250753.99
2020,Juli,Kalimantan Barat,Kayu Tanaman,72595.38
2020,Juli,Kalimantan Selatan,Kayu Tanaman,2867.1
2020,Juli,Kalimantan Tengah,Kayu Tanaman,83377.58
2020,Juli,Kalimantan Timur,Kayu Tanaman,281992.52
2020,Juli,Kalimantan Utara,Kayu Tanaman,58291.24
2020,Juli,Kepulauan Bangka-Belitung,Kayu Tanaman,3384
2020,Juli,Lampung,Kayu Tanaman,17048.64
2020,Juli,Maluku,Kayu Tanaman,479.09
2020,Juli,Maluku Utara,Kayu Tanaman,587.26
2020,Juli,Nusa Tenggara Barat,Kayu Tanaman,124.18
2020,Juli,Papua,Kayu Tanaman,0
2020,Juli,Papua Barat,Kayu Tanaman,0
2020,Juli,Riau,Kayu Tanaman,1955296.29
2020,Juli,Sulawesi Barat,Kayu Tanaman,244.11
2020,Juli,Sulawesi Selatan,Kayu Tanaman,4908.48
2020,Juli,Sulawesi Tengah,Kayu Tanaman,5190.36
2020,Juli,Sulawesi Tenggara,Kayu Tanaman,874.51
2020,Juli,Sulawesi Utara,Kayu Tanaman,0
2020,Juli,Sumatera Barat,Kayu Tanaman,5174.82
2020,Juli,Sumatera Selatan,Kayu Tanaman,787691.38
2020,Juli,Sumatera Utara,Kayu Tanaman,191257.66
2020,Agustus,Aceh,Kayu Tanaman,6588.63
2020,Agustus,Bali,Kayu Tanaman,1278.67
2020,Agustus,Banten,Kayu Tanaman,3026.66
2020,Agustus,Bengkulu,Kayu Tanaman,354.54
2020,Agustus,Daerah Istimewa Yogyakarta,Kayu Tanaman,7856.26
2020,Agustus,Gorontalo,Kayu Tanaman,0
2020,Agustus,Impor Bahan Baku,Kayu Tanaman,44357.47
2020,Agustus,Jambi,Kayu Tanaman,534324.35
2020,Agustus,Jawa Barat,Kayu Tanaman,27872.32
2020,Agustus,Jawa Tengah,Kayu Tanaman,144710.58
2020,Agustus,Jawa Timur,Kayu Tanaman,230241.62
2020,Agustus,Kalimantan Barat,Kayu Tanaman,48238.39
2020,Agustus,Kalimantan Selatan,Kayu Tanaman,3789.69
2020,Agustus,Kalimantan Tengah,Kayu Tanaman,85026.12
2020,Agustus,Kalimantan Timur,Kayu Tanaman,269088.71
2020,Agustus,Kalimantan Utara,Kayu Tanaman,41544.06
2020,Agustus,Kepulauan Bangka-Belitung,Kayu Tanaman,7882.57
2020,Agustus,Lampung,Kayu Tanaman,19074.13
2020,Agustus,Maluku,Kayu Tanaman,680.46
2020,Agustus,Maluku Utara,Kayu Tanaman,386.94
2020,Agustus,Nusa Tenggara Barat,Kayu Tanaman,138.5
2020,Agustus,Papua,Kayu Tanaman,0
2020,Agustus,Papua Barat,Kayu Tanaman,0
2020,Agustus,Riau,Kayu Tanaman,2139946.63
2020,Agustus,Sulawesi Barat,Kayu Tanaman,199.33
2020,Agustus,Sulawesi Selatan,Kayu Tanaman,3810.9
2020,Agustus,Sulawesi Tengah,Kayu Tanaman,4494.5
2020,Agustus,Sulawesi Tenggara,Kayu Tanaman,824.99
2020,Agustus,Sulawesi Utara,Kayu Tanaman,0
2020,Agustus,Sumatera Barat,Kayu Tanaman,6150.11
2020,Agustus,Sumatera Selatan,Kayu Tanaman,957016.41
2020,Agustus,Sumatera Utara,Kayu Tanaman,181403.28
2020,September,Aceh,Kayu Tanaman,7484.1
2020,September,Bali,Kayu Tanaman,1909.8
2020,September,Banten,Kayu Tanaman,3427.55
2020,September,Bengkulu,Kayu Tanaman,227.03
2020,September,Daerah Istimewa Yogyakarta,Kayu Tanaman,9500.07
2020,September,Gorontalo,Kayu Tanaman,0
2020,September,Impor Bahan Baku,Kayu Tanaman,11195.78
2020,September,Jambi,Kayu Tanaman,582919.48
2020,September,Jawa Barat,Kayu Tanaman,32093.4
2020,September,Jawa Tengah,Kayu Tanaman,176273.09
2020,September,Jawa Timur,Kayu Tanaman,285131.15
2020,September,Kalimantan Barat,Kayu Tanaman,44194.7
2020,September,Kalimantan Selatan,Kayu Tanaman,3553.39
2020,September,Kalimantan Tengah,Kayu Tanaman,89952.35
2020,September,Kalimantan Timur,Kayu Tanaman,266753.65
2020,September,Kalimantan Utara,Kayu Tanaman,56356.58
2020,September,Kepulauan Bangka-Belitung,Kayu Tanaman,3373.33
2020,September,Lampung,Kayu Tanaman,17397.6
2020,September,Maluku,Kayu Tanaman,107.78
2020,September,Maluku Utara,Kayu Tanaman,0
2020,September,Nusa Tenggara Barat,Kayu Tanaman,347.83
2020,September,Papua,Kayu Tanaman,0
2020,September,Papua Barat,Kayu Tanaman,0
2020,September,Riau,Kayu Tanaman,2164964.67
2020,September,Sulawesi Barat,Kayu Tanaman,235.26
2020,September,Sulawesi Selatan,Kayu Tanaman,4099.46
2020,September,Sulawesi Tengah,Kayu Tanaman,4207.32
2020,September,Sulawesi Tenggara,Kayu Tanaman,724.75
2020,September,Sulawesi Utara,Kayu Tanaman,0
2020,September,Sumatera Barat,Kayu Tanaman,5669.53
2020,September,Sumatera Selatan,Kayu Tanaman,982872.98
2020,September,Sumatera Utara,Kayu Tanaman,158494.89
2020,Oktober,Aceh,Kayu Tanaman,6964.36
2020,Oktober,Bali,Kayu Tanaman,1367.7
2020,Oktober,Banten,Kayu Tanaman,4705.12
2020,Oktober,Bengkulu,Kayu Tanaman,59.9
2020,Oktober,Daerah Istimewa Yogyakarta,Kayu Tanaman,7825.42
2020,Oktober,Gorontalo,Kayu Tanaman,0
2020,Oktober,Impor Bahan Baku,Kayu Tanaman,0
2020,Oktober,Jambi,Kayu Tanaman,534289.21
2020,Oktober,Jawa Barat,Kayu Tanaman,24981.19
2020,Oktober,Jawa Tengah,Kayu Tanaman,167360.71
2020,Oktober,Jawa Timur,Kayu Tanaman,275178.67
2020,Oktober,Kalimantan Barat,Kayu Tanaman,54386.7
2020,Oktober,Kalimantan Selatan,Kayu Tanaman,3599.29
2020,Oktober,Kalimantan Tengah,Kayu Tanaman,88060.26
2020,Oktober,Kalimantan Timur,Kayu Tanaman,349845.75
2020,Oktober,Kalimantan Utara,Kayu Tanaman,49211.44
2020,Oktober,Kepulauan Bangka-Belitung,Kayu Tanaman,8409.38
2020,Oktober,Lampung,Kayu Tanaman,14589.41
2020,Oktober,Maluku,Kayu Tanaman,175.15
2020,Oktober,Maluku Utara,Kayu Tanaman,0
2020,Oktober,Nusa Tenggara Barat,Kayu Tanaman,387.74
2020,Oktober,Papua,Kayu Tanaman,0
2020,Oktober,Papua Barat,Kayu Tanaman,0
2020,Oktober,Riau,Kayu Tanaman,2142497.34
2020,Oktober,Sulawesi Barat,Kayu Tanaman,287.45
2020,Oktober,Sulawesi Selatan,Kayu Tanaman,3920.17
2020,Oktober,Sulawesi Tengah,Kayu Tanaman,4382.93
2020,Oktober,Sulawesi Tenggara,Kayu Tanaman,915.1
2020,Oktober,Sulawesi Utara,Kayu Tanaman,0
2020,Oktober,Sumatera Barat,Kayu Tanaman,1458.46
2020,Oktober,Sumatera Selatan,Kayu Tanaman,939531.41
2020,Oktober,Sumatera Utara,Kayu Tanaman,158192.89
2020,November,Aceh,Kayu Tanaman,5720.24
2020,November,Bali,Kayu Tanaman,1369.66
2020,November,Banten,Kayu Tanaman,3484.42
2020,November,Bengkulu,Kayu Tanaman,29.16
2020,November,Daerah Istimewa Yogyakarta,Kayu Tanaman,7610.58
2020,November,Gorontalo,Kayu Tanaman,0
2020,November,Impor Bahan Baku,Kayu Tanaman,399.97
2020,November,Jambi,Kayu Tanaman,472204.76
2020,November,Jawa Barat,Kayu Tanaman,28959.06
2020,November,Jawa Tengah,Kayu Tanaman,158762.3
2020,November,Jawa Timur,Kayu Tanaman,269245.07
2020,November,Kalimantan Barat,Kayu Tanaman,48881.43
2020,November,Kalimantan Selatan,Kayu Tanaman,2674.8
2020,November,Kalimantan Tengah,Kayu Tanaman,94567.37
2020,November,Kalimantan Timur,Kayu Tanaman,282475.62
2020,November,Kalimantan Utara,Kayu Tanaman,36663.54
2020,November,Kepulauan Bangka-Belitung,Kayu Tanaman,2215.08
2020,November,Lampung,Kayu Tanaman,11812.05
2020,November,Maluku,Kayu Tanaman,383.78
2020,November,Maluku Utara,Kayu Tanaman,0
2020,November,Nusa Tenggara Barat,Kayu Tanaman,192.03
2020,November,Papua,Kayu Tanaman,0
2020,November,Papua Barat,Kayu Tanaman,0
2020,November,Riau,Kayu Tanaman,2016002.92
2020,November,Sulawesi Barat,Kayu Tanaman,379.18
2020,November,Sulawesi Selatan,Kayu Tanaman,3051.36
2020,November,Sulawesi Tengah,Kayu Tanaman,4707.18
2020,November,Sulawesi Tenggara,Kayu Tanaman,1014.75
2020,November,Sulawesi Utara,Kayu Tanaman,0
2020,November,Sumatera Barat,Kayu Tanaman,73.39
2020,November,Sumatera Selatan,Kayu Tanaman,827944.17
2020,November,Sumatera Utara,Kayu Tanaman,135342.91
2020,Desember,Aceh,Kayu Tanaman,4831.11
2020,Desember,Bali,Kayu Tanaman,1174.52
2020,Desember,Banten,Kayu Tanaman,5129.83
